   1.6000000e+01   3.7000000e+01   8.6600000e+01   1.2120000e+02   2.9860000e+02   5.1640000e+02   7.1620000e+02
   1.1000000e+01   3.7200000e+01   8.7400000e+01   1.2240000e+02   2.1620000e+02   3.7460000e+02   7.4840000e+02
   1.4200000e+01   4.6000000e+01   9.2000000e+01   1.4020000e+02   2.5240000e+02   4.0580000e+02   7.5260000e+02
   1.1800000e+01   4.7600000e+01   9.8000000e+01   1.3340000e+02   2.5220000e+02   5.6220000e+02   7.3060000e+02
   1.0800000e+01   4.3600000e+01   9.1200000e+01   1.1840000e+02   2.3740000e+02   4.2780000e+02   7.3280000e+02
   1.2600000e+01   4.5200000e+01   9.3600000e+01   1.2440000e+02   2.5440000e+02   3.9200000e+02   7.4780000e+02
   1.3400000e+01   5.1400000e+01   8.9800000e+01   1.2960000e+02   2.5760000e+02   3.8300000e+02   7.4520000e+02
   7.2000000e+00   4.7800000e+01   8.5000000e+01   1.3500000e+02   2.6100000e+02   4.4240000e+02   7.5060000e+02
   8.8000000e+00   4.3400000e+01   8.7600000e+01   1.2840000e+02   2.5960000e+02   3.5500000e+02   7.4320000e+02
   1.2400000e+01   3.6400000e+01   9.1200000e+01   1.2400000e+02   2.5160000e+02   4.6680000e+02   7.6180000e+02
   1.2800000e+01   3.7200000e+01   8.8000000e+01   1.1760000e+02   2.3580000e+02   4.9900000e+02   7.3260000e+02
   1.1800000e+01   4.7400000e+01   9.5200000e+01   1.3360000e+02   2.6880000e+02   3.6100000e+02   7.3720000e+02
   1.3400000e+01   4.3200000e+01   9.2200000e+01   1.3060000e+02   2.6820000e+02   4.2420000e+02   7.4580000e+02
   1.3800000e+01   3.6400000e+01   8.7200000e+01   1.1460000e+02   2.4960000e+02   5.1840000e+02   7.2240000e+02
   1.1600000e+01   3.9400000e+01   8.7800000e+01   1.2220000e+02   2.2700000e+02   3.9460000e+02   7.4060000e+02
   1.2600000e+01   3.8800000e+01   9.0000000e+01   1.2120000e+02   2.5420000e+02   4.4280000e+02   7.4780000e+02
   1.1800000e+01   4.0200000e+01   9.3400000e+01   1.3600000e+02   2.5720000e+02   5.0320000e+02   7.4480000e+02
   1.3200000e+01   4.2600000e+01   8.7400000e+01   1.1500000e+02   2.3160000e+02   4.4700000e+02   7.3900000e+02
   1.2400000e+01   4.8200000e+01   9.4400000e+01   1.2160000e+02   2.5680000e+02   4.2120000e+02   7.4360000e+02
   1.1600000e+01   4.7600000e+01   9.2800000e+01   1.3180000e+02   2.7800000e+02   4.2080000e+02   7.3620000e+02
   8.0000000e+00   4.2400000e+01   9.1000000e+01   1.3260000e+02   2.4500000e+02   4.8580000e+02   7.5080000e+02
