   1.2200000e+01   4.2000000e+01   9.4200000e+01   1.5380000e+02   2.6520000e+02   5.6920000e+02   7.6360000e+02
   1.1400000e+01   4.3000000e+01   8.3800000e+01   1.5500000e+02   2.6020000e+02   5.3600000e+02   7.6520000e+02
   1.2400000e+01   4.3200000e+01   9.4000000e+01   1.4440000e+02   2.5020000e+02   5.1140000e+02   7.6660000e+02
   1.2800000e+01   4.8400000e+01   9.6600000e+01   1.4460000e+02   2.5320000e+02   5.0820000e+02   7.6060000e+02
   1.4200000e+01   4.4200000e+01   8.4200000e+01   1.4360000e+02   2.6260000e+02   4.3660000e+02   7.6240000e+02
   1.2600000e+01   4.3400000e+01   8.6800000e+01   1.5500000e+02   2.4340000e+02   5.2240000e+02   7.6800000e+02
   1.0400000e+01   4.9800000e+01   8.3000000e+01   1.3480000e+02   2.5440000e+02   5.3440000e+02   7.6260000e+02
   1.0000000e+01   4.7000000e+01   8.6600000e+01   1.3280000e+02   2.3560000e+02   5.0320000e+02   7.6480000e+02
   1.1600000e+01   4.3000000e+01   9.4200000e+01   1.5040000e+02   2.3900000e+02   5.1200000e+02   7.6140000e+02
   1.0800000e+01   4.4000000e+01   8.7000000e+01   1.6360000e+02   2.2960000e+02   5.0860000e+02   7.6360000e+02
   1.1400000e+01   3.9800000e+01   9.2200000e+01   1.5800000e+02   2.5580000e+02   4.7960000e+02   7.6280000e+02
   1.3600000e+01   4.2000000e+01   8.5000000e+01   1.4540000e+02   2.3200000e+02   5.2880000e+02   7.6320000e+02
   1.5400000e+01   5.1000000e+01   8.9800000e+01   1.5080000e+02   2.6520000e+02   4.8280000e+02   7.5880000e+02
   1.2000000e+01   4.2800000e+01   8.4600000e+01   1.4660000e+02   2.6980000e+02   5.0120000e+02   7.4820000e+02
   1.1000000e+01   4.7000000e+01   8.2400000e+01   1.5080000e+02   2.4980000e+02   5.1320000e+02   7.4500000e+02
   1.1000000e+01   4.9200000e+01   9.2000000e+01   1.4200000e+02   2.5420000e+02   4.9820000e+02   7.4860000e+02
   1.4800000e+01   4.4800000e+01   9.2600000e+01   1.4180000e+02   2.4820000e+02   5.2400000e+02   7.4280000e+02
   1.1400000e+01   4.8600000e+01   8.7800000e+01   1.4760000e+02   2.7580000e+02   4.7620000e+02   7.4780000e+02
   1.4200000e+01   5.2000000e+01   8.7200000e+01   1.4100000e+02   2.4460000e+02   4.9480000e+02   7.5400000e+02
   1.3000000e+01   5.1000000e+01   8.4600000e+01   1.2660000e+02   2.6440000e+02   4.8880000e+02   7.5040000e+02
   1.2000000e+01   4.8600000e+01   8.6000000e+01   1.3960000e+02   2.3440000e+02   4.8200000e+02   7.4720000e+02
   1.3000000e+01   4.7600000e+01   9.2200000e+01   1.5740000e+02   2.4760000e+02   4.6140000e+02   7.4380000e+02
   1.1200000e+01   4.6000000e+01   9.2200000e+01   1.5160000e+02   2.5560000e+02   4.4680000e+02   7.4360000e+02
   1.3000000e+01   4.7600000e+01   8.4400000e+01   1.3580000e+02   2.5200000e+02   4.7120000e+02   7.4360000e+02
   1.4200000e+01   5.2400000e+01   9.1000000e+01   1.4060000e+02   2.5420000e+02   5.2840000e+02   7.5020000e+02
   1.4600000e+01   5.4800000e+01   9.0800000e+01   1.4400000e+02   2.5920000e+02   5.0980000e+02   7.4800000e+02
   1.1000000e+01   4.1000000e+01   8.8600000e+01   1.5100000e+02   2.3260000e+02   5.1340000e+02   7.6940000e+02
   8.6000000e+00   4.0400000e+01   8.3400000e+01   1.4420000e+02   2.3540000e+02   5.5280000e+02   7.7020000e+02
   1.0000000e+01   4.3600000e+01   8.6000000e+01   1.4080000e+02   2.3240000e+02   5.8920000e+02   7.7280000e+02
   9.4000000e+00   4.9800000e+01   8.4000000e+01   1.4020000e+02   2.6060000e+02   5.2280000e+02   7.7420000e+02
   1.0200000e+01   4.3600000e+01   8.9200000e+01   1.4120000e+02   2.4640000e+02   4.6880000e+02   7.7100000e+02
   9.8000000e+00   4.3200000e+01   9.1800000e+01   1.5840000e+02   2.4600000e+02   5.4720000e+02   7.7080000e+02
   1.0400000e+01   4.5400000e+01   8.5800000e+01   1.5340000e+02   2.4960000e+02   5.6600000e+02   7.7300000e+02
   9.6000000e+00   4.8800000e+01   9.1400000e+01   1.6580000e+02   2.6420000e+02   5.1700000e+02   7.7660000e+02
   1.1000000e+01   4.3800000e+01   8.6200000e+01   1.6620000e+02   2.5200000e+02   5.0300000e+02   7.7720000e+02
   9.4000000e+00   4.2600000e+01   9.5200000e+01   1.5160000e+02   2.5680000e+02   5.6280000e+02   7.7300000e+02
   9.8000000e+00   4.8600000e+01   8.3600000e+01   1.4400000e+02   2.4600000e+02   5.2920000e+02   7.6960000e+02
   8.8000000e+00   4.5200000e+01   9.5200000e+01   1.5540000e+02   2.4300000e+02   5.5660000e+02   7.7280000e+02
   9.8000000e+00   4.3200000e+01   8.3000000e+01   1.4420000e+02   2.4100000e+02   5.0500000e+02   7.7100000e+02
   9.2000000e+00   5.0400000e+01   9.3200000e+01   1.4840000e+02   2.4580000e+02   4.3040000e+02   6.9680000e+02
   1.0600000e+01   4.4600000e+01   9.2400000e+01   1.4380000e+02   2.5140000e+02   4.3740000e+02   7.2000000e+02
   9.4000000e+00   5.2800000e+01   9.0000000e+01   1.4580000e+02   2.4820000e+02   4.8260000e+02   7.1680000e+02
   1.0000000e+01   4.9200000e+01   9.2200000e+01   1.3900000e+02   2.4280000e+02   4.6520000e+02   7.1180000e+02
   1.0200000e+01   5.2200000e+01   9.2600000e+01   1.2480000e+02   2.2600000e+02   4.4280000e+02   7.0320000e+02
   9.6000000e+00   4.9800000e+01   9.0600000e+01   1.6780000e+02   2.3560000e+02   5.0140000e+02   7.2600000e+02
   1.0400000e+01   4.9200000e+01   8.8600000e+01   1.3700000e+02   2.5100000e+02   4.5380000e+02   7.2600000e+02
   8.8000000e+00   5.2800000e+01   9.1000000e+01   1.6220000e+02   2.3780000e+02   4.4980000e+02   7.0620000e+02
   9.8000000e+00   4.7200000e+01   9.1400000e+01   1.5020000e+02   2.5000000e+02   4.2140000e+02   7.1400000e+02
   1.0600000e+01   5.2000000e+01   9.0600000e+01   1.4520000e+02   2.4680000e+02   4.7500000e+02   7.1140000e+02
   1.0000000e+01   4.9600000e+01   8.9200000e+01   1.4940000e+02   2.5540000e+02   4.6480000e+02   6.9860000e+02
   1.1800000e+01   5.2000000e+01   9.0000000e+01   1.5540000e+02   2.4700000e+02   4.5800000e+02   7.1980000e+02
   8.8000000e+00   5.5600000e+01   9.2200000e+01   1.2800000e+02   2.3400000e+02   4.4500000e+02   7.1760000e+02
