   1.4000000e+01   4.2200000e+01   9.1200000e+01   1.5500000e+02   2.6820000e+02   5.0940000e+02   7.6720000e+02
   1.3200000e+01   4.7000000e+01   9.2200000e+01   1.3740000e+02   2.5000000e+02   4.6040000e+02   7.6380000e+02
   1.0600000e+01   3.4800000e+01   8.6200000e+01   1.4220000e+02   2.6200000e+02   5.6960000e+02   7.6020000e+02
   1.4200000e+01   3.9600000e+01   9.1400000e+01   1.4060000e+02   2.5640000e+02   5.0240000e+02   7.5860000e+02
   1.4800000e+01   4.8800000e+01   9.6400000e+01   1.5060000e+02   2.4980000e+02   4.6260000e+02   7.5320000e+02
   1.2000000e+01   3.8600000e+01   9.2400000e+01   1.5560000e+02   2.4820000e+02   6.0720000e+02   7.6600000e+02
   1.0800000e+01   4.8400000e+01   9.1600000e+01   1.5820000e+02   2.4760000e+02   5.8420000e+02   7.5820000e+02
   9.8000000e+00   4.5600000e+01   9.4000000e+01   1.6340000e+02   2.6820000e+02   5.4220000e+02   7.4800000e+02
   1.6800000e+01   4.4600000e+01   8.8000000e+01   1.4100000e+02   2.8600000e+02   3.7940000e+02   7.7060000e+02
   1.5200000e+01   4.4400000e+01   9.2200000e+01   1.4840000e+02   2.2800000e+02   5.6520000e+02   7.4980000e+02
   1.2600000e+01   4.1000000e+01   9.1800000e+01   1.3100000e+02   2.2480000e+02   5.6960000e+02   7.4980000e+02
   1.1200000e+01   4.9800000e+01   8.6400000e+01   1.6240000e+02   2.5640000e+02   4.4000000e+02   7.4800000e+02
   1.6600000e+01   3.9200000e+01   9.0400000e+01   1.3440000e+02   2.6640000e+02   6.1020000e+02   7.4360000e+02
   1.7400000e+01   4.0400000e+01   9.3600000e+01   1.6940000e+02   2.5820000e+02   4.7260000e+02   7.6820000e+02
   1.5200000e+01   4.7800000e+01   9.0200000e+01   1.3320000e+02   2.4900000e+02   4.3480000e+02   7.5540000e+02
   6.4000000e+00   4.0400000e+01   8.8400000e+01   1.2400000e+02   2.5320000e+02   5.3800000e+02   7.6020000e+02
   1.6800000e+01   4.0800000e+01   9.2800000e+01   1.5180000e+02   2.5560000e+02   4.7300000e+02   7.5540000e+02
   1.6400000e+01   4.3400000e+01   9.3200000e+01   1.4700000e+02   2.5640000e+02   4.8260000e+02   7.6340000e+02
   9.8000000e+00   4.8200000e+01   8.9000000e+01   1.6660000e+02   2.5080000e+02   6.0040000e+02   7.7720000e+02
   1.4200000e+01   4.2600000e+01   9.3400000e+01   1.4680000e+02   2.5480000e+02   6.0400000e+02   7.5140000e+02
   1.2000000e+01   3.8200000e+01   9.3600000e+01   1.5480000e+02   2.7060000e+02   5.4220000e+02   7.5340000e+02
   1.4200000e+01   4.7200000e+01   9.1400000e+01   1.3680000e+02   2.6540000e+02   4.0380000e+02   7.7460000e+02
   1.1600000e+01   4.5200000e+01   9.0600000e+01   1.5660000e+02   2.4620000e+02   5.5400000e+02   7.3880000e+02
   1.3800000e+01   4.5800000e+01   9.0200000e+01   1.1740000e+02   2.3160000e+02   5.7420000e+02   7.7000000e+02
   1.2400000e+01   5.4000000e+01   9.4400000e+01   1.5200000e+02   2.6860000e+02   4.4940000e+02   7.5000000e+02
   1.2200000e+01   4.2600000e+01   9.0200000e+01   1.1980000e+02   2.4340000e+02   5.9780000e+02   7.5880000e+02
   1.3200000e+01   4.3600000e+01   9.3600000e+01   1.4860000e+02   2.4320000e+02   5.1760000e+02   7.2060000e+02
   1.2600000e+01   4.1800000e+01   9.0000000e+01   1.4400000e+02   2.5400000e+02   5.6600000e+02   7.1460000e+02
   1.4400000e+01   5.4800000e+01   9.4400000e+01   1.5320000e+02   2.4640000e+02   5.5140000e+02   6.9780000e+02
   8.0000000e+00   5.2600000e+01   9.2600000e+01   1.7280000e+02   2.8200000e+02   5.1360000e+02   7.3080000e+02
   1.2600000e+01   4.1600000e+01   9.0000000e+01   1.3940000e+02   2.9680000e+02   4.4040000e+02   7.4300000e+02
   1.5800000e+01   5.1000000e+01   8.8800000e+01   1.5500000e+02   2.4180000e+02   4.6140000e+02   7.0220000e+02
   1.2000000e+01   5.0800000e+01   9.8200000e+01   1.6420000e+02   2.3480000e+02   3.8940000e+02   7.3840000e+02
   1.0600000e+01   4.1000000e+01   9.1400000e+01   1.6020000e+02   2.3200000e+02   4.8820000e+02   7.2140000e+02
   1.1400000e+01   4.9400000e+01   9.1000000e+01   1.4560000e+02   2.6760000e+02   5.4380000e+02   7.0120000e+02
   1.2600000e+01   4.0800000e+01   9.0000000e+01   1.5660000e+02   2.6700000e+02   5.5600000e+02   7.4680000e+02
   8.8000000e+00   4.2400000e+01   9.2400000e+01   1.5140000e+02   2.5900000e+02   5.4540000e+02   7.2620000e+02
   1.2200000e+01   4.0800000e+01   8.8800000e+01   1.4420000e+02   2.7920000e+02   5.0460000e+02   7.2740000e+02
   1.0200000e+01   4.4800000e+01   9.0600000e+01   1.3800000e+02   2.4420000e+02   4.4040000e+02   7.3160000e+02
   1.2600000e+01   4.6200000e+01   8.7400000e+01   1.4160000e+02   2.3860000e+02   5.6000000e+02   7.2520000e+02
   1.3000000e+01   4.0800000e+01   8.9600000e+01   1.5600000e+02   2.6480000e+02   5.5700000e+02   7.2680000e+02
   1.2800000e+01   4.2400000e+01   9.2000000e+01   1.5800000e+02   2.5220000e+02   5.3900000e+02   7.0120000e+02
   1.3200000e+01   3.9200000e+01   8.5200000e+01   1.5320000e+02   2.6920000e+02   5.5120000e+02   7.3180000e+02
   7.2000000e+00   4.9800000e+01   9.3800000e+01   1.5420000e+02   2.7360000e+02   4.6660000e+02   7.4820000e+02
